"","ko_id","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K10685",6.51867927090027,6.65088705328298,5.72241312259111,7.0899007101729,7.06125501663558,7.42502298108967,6.9871381394936,6.9897364277222,7.12203865990041
"K01595",6.32489137988551,6.47501079115647,7.50186511556258,6.42090078398405,6.41626537058722,6.23977330681588,6.07095236735795,5.63620597632242,6.22826057178109
"K14792",6.14786036643681,5.92450012880133,6.25733923245012,5.45182413187457,5.66952307564754,5.97247887084657,5.27799274325843,5.22031823857717,4.75084093293581
"K19998",6.12405788071054,6.05709764973238,4.80762406048475,6.21401216214894,5.95887005189296,6.07575582517716,6.37300052917515,6.51473902949116,6.28931681945742
"K10875",7.2729113888094,7.72093012111427,8.2144295094181,7.60239906920425,7.11263799755055,6.98549062211008,8.00134897835418,7.98044999098762,8.39300061580622
"K01739",6.64002196166575,6.7533896578614,5.34612319466355,7.00467523331975,6.26600857689601,5.99903432012478,5.93304156306061,6.17218183270582,6.30908925806578
"K15013",9.5236410792947,9.5934736438744,8.42328251748696,9.89467347336446,9.80946265830427,9.65531404675501,10.1016201569648,9.91061468165164,9.92381608815272
"K04573",5.67331985018982,5.86348891120084,7.19432305481229,6.4920215880104,5.8948438355075,5.55136310217993,6.16164366792508,6.24423437546193,6.22826057178109
"K03106",8.51752475725851,8.65327606540407,9.75397949208806,8.57387771548522,8.72011511411091,8.4956808864247,8.22401545542866,8.0413655107175,8.22891952894228
"K06177",6.67285943887062,6.05709764973238,4.80762406048475,5.91469870387109,5.8948438355075,6.08813767283543,6.07095236735795,6.11557737457507,6.18601652679499
"K03267",7.72565100258974,7.81805862326353,8.32263948460731,7.9522658225985,8.05608157545769,8.02344462700483,7.08167584586671,7.24498936585261,6.88180740390753
"K20989",6.60640365615837,6.59055954483657,8.26955094224309,6.97808145266435,7.18858030935118,6.95253736458637,7.2619034700993,7.06042000332191,7.20784399647227
"K01803",9.1890387159277,8.97167125056473,8.2144295094181,8.34979035931696,8.38785550959065,8.44002783054993,7.98682660941184,7.87839117241141,7.65943032290011
"K14294",7.10353241966133,7.54915525277441,8.60564891960646,7.42075750700581,7.32933818012776,7.41541030637942,7.34795891507676,6.813644260425,7.20784399647227
"K05039",8.63363586769103,8.68218949899238,7.59127637620275,8.68433556923457,8.25342907067227,8.07004818270973,8.52119652063181,8.67450960105529,9.37131502711624
"K03691",4.7264609982884,4.52365808857465,3.3242427715984,4.55704942344488,4.5973067444638,4.69002874584704,4.8795212976921,4.92208466703686,4.93320983448922
"K01535",4.92455670815371,4.89168102178113,6.46315036897825,5.24718630497534,5.44494548936948,5.62272402480467,5.80264018609274,5.88554329746255,5.46969062229577
"K21396",8.23108851663088,8.31954382090477,7.19432305481229,8.40379160195577,7.92425967433168,7.55761471801136,8.31203869667311,8.32875767326219,8.84030338056206
"K00831",10.7982951871057,10.6218268481363,9.38150235116938,10.0623688492634,10.1502331737663,10.1651417032598,9.64800925365597,9.58079958848774,9.57387428726497
"K02355",11.5289688213024,11.6869059923788,10.7470264779472,11.5916719899772,10.9236577158466,10.6920315340569,11.5267821244344,11.6842415747077,12.1448309287435
"K08819",9.68577134904488,9.67912013754845,10.0653827642892,9.40012824590836,9.52045455788901,9.50870144559036,8.83378087353212,8.70304317816946,8.66637128425879
"K01066",3.3242427715984,4.02978937219698,3.3242427715984,4.36465938589194,4.53228856713042,4.57129099560329,4.15530663483465,4.58560051707588,3.98281658935965
"K10054",4.92455670815371,4.52365808857465,6.01576111355785,5.43824043918518,5.49008236856796,5.58752477347249,5.57983827213475,6.11557737457507,5.54059239432406
"K03129",10.0186388458105,10.2857367809269,10.9204780891298,9.96478139306085,9.69217861112324,9.60140548947694,10.5024938817748,10.4049779421497,10.9819915573842
"K00474",4.15455128690748,4.64243096009029,3.3242427715984,4.52754407110319,4.84843388863992,4.65193535729147,4.7276772892469,4.96951636973074,4.53151234425184
"K05673",4.92455670815371,4.58478278113559,3.3242427715984,4.79040505469962,4.65842793124551,4.86268808243111,4.67199477189587,4.82092822753692,4.35268905578757
"K09537",5.33184902189184,5.20396589571386,6.64263648672879,5.00239799353347,5.17303267907314,5.06745459061394,5.27799274325843,5.32889746381604,5.50562154111406
"K07541",7.56128665581287,7.90412967143766,8.98059135634524,7.76619216856405,7.53468849129207,7.26824932684024,7.73777885649416,7.68183798082215,8.14471730365377
"K11451",4.65160600827139,4.64243096009029,3.3242427715984,4.81347054863911,5.05357474864559,4.79682443930817,4.67199477189587,4.51740638499986,4.68270524401463
"K00001",4.48332380138496,4.22928983178755,3.3242427715984,4.83606967379692,4.82321414513275,4.79682443930817,4.8795212976921,4.36456796876952,4.60989129688241
"K20541",5.41583837418738,5.48111019125965,4.80762406048475,6.07670883646529,6.32326093353801,6.16018754879018,6.0135336765931,6.20867468375805,5.73298255486148
"K00764",6.12405788071054,6.28930680608116,6.64263648672879,7.28666573992286,7.34891775933695,7.11017628526427,7.47849492700325,7.27920627265862,7.12203865990041
"K09528",6.78214099223367,6.60283287981093,8.097418507011,6.89043384864553,7.20587738859773,7.20263219551698,6.86473262495734,6.72916432538354,6.42219274054563
"K00228",8.66631595901834,8.37019081755261,7.07512191097848,7.98365428446213,7.75588103875632,7.68698490450746,8.09458939976319,8.17420819905203,8.55258506578419
"K02881",4.92455670815371,4.45847409015247,3.3242427715984,4.43324711567612,4.8972513473153,4.69002874584704,4.48435240981962,4.87262771604181,4.35268905578757
"K08707",4.38683984547031,4.31256976608999,3.3242427715984,4.74277750584899,4.84843388863992,4.83023849443937,4.55086446056474,4.82092822753692,4.81497110203892
"K12307",4.38683984547031,5.09611996401737,3.3242427715984,4.58570927721809,4.42587655201271,4.27902552351269,4.55086446056474,4.64949643506596,4.81497110203892
"K01008",8.03217767026348,8.15594592663953,8.32263948460731,7.93171960571684,8.05370297421939,8.1386978280258,7.09079392837174,7.24498936585261,7.12203865990041
"K07562",6.07518819680517,6.05709764973238,6.94504651453381,6.32483615664686,6.56553092581401,6.68962693110168,5.46738350796181,5.76663300491322,5.73298255486148
"K01369",6.78214099223367,7.13634125701889,7.19432305481229,7.6947874111051,7.75588103875632,7.64651277610985,7.95733439483025,8.33282257260051,8.01433273399731
"K09485",7.91456521428812,7.88433642173814,8.15711289403481,7.85861365690773,7.69608270756304,7.56197521043441,6.90671525417437,7.01029186055613,6.85539542560831
"K13960",5.0398781586389,5.20396589571386,5.72241312259111,5.75253440767309,5.53371130956514,5.47591133621941,6.17909067210771,6.17218183270582,6.54357033268719
"K05791",4.15455128690748,4.52365808857465,3.3242427715984,4.81347054863911,4.38755197999875,4.83023849443937,4.48435240981962,4.64949643506596,4.93320983448922
"K10420",8.62118717889237,8.66491115087575,7.59127637620275,8.66788351489642,8.23255763900559,8.04538096254444,8.49409059886176,8.64212852447636,9.35034112882985
"K02603",7.94821178164004,7.85920533845304,6.94504651453381,8.04018976610331,7.63049337040953,7.43932215485721,8.24042520484443,8.27484235626775,8.56072753876451
"K17983",4.92455670815371,5.09611996401737,6.25733923245012,4.83606967379692,4.87310372099122,5.41631306444608,5.13389364434322,4.58560051707588,4.87562089365211
"K07232",4.48332380138496,4.58478278113559,3.3242427715984,4.46572363696243,4.79741424977827,4.69002874584704,4.97052567648395,4.70971143979871,4.12743602263393
"K00515",4.65160600827139,4.64243096009029,3.3242427715984,4.32829423469507,4.49810955707814,4.43660924930903,4.8795212976921,5.01510728133458,4.68270524401463
"K10252",4.65160600827139,4.64243096009029,3.3242427715984,4.32829423469507,4.49810955707814,4.43660924930903,4.8795212976921,5.01510728133458,4.68270524401463
"K15430",7.04229409546643,7.22582945535841,5.72241312259111,6.95098176947494,6.87883574479739,6.91195957742154,6.74244238121816,7.07998814967304,7.47313937349737
"K08907",10.0186388458105,10.1203218563927,10.0497380923812,9.84556106203058,9.87147162285935,9.90423358736061,9.03988148116471,9.03770448134523,8.95591710202425
"K03802",4.5709792920049,4.69705718471015,3.3242427715984,4.613581984408,4.77100108563031,4.72680635461652,4.67199477189587,5.05901562367179,4.68270524401463
"K05844",4.5709792920049,4.69705718471015,3.3242427715984,4.613581984408,4.77100108563031,4.72680635461652,4.67199477189587,5.05901562367179,4.68270524401463
"K11438",6.53666612874852,6.67431528054363,5.34612319466355,6.42090078398405,6.46055283299115,6.39640419749873,7.00655382832548,6.84836547567981,6.8686627503058
"K13509",4.5709792920049,4.52365808857465,3.3242427715984,4.74277750584899,4.49810955707814,4.33474230345864,4.7806325506996,4.82092822753692,4.98807956038093
"K03259",7.82321021885614,7.9333177958398,8.80527878665789,7.71898558711364,7.90062356528634,7.87031613809731,7.15304010999611,7.30434239801168,7.3653993556577
"K01483",4.65160600827139,4.52365808857465,3.3242427715984,4.92221777070801,4.8972513473153,4.76237411985153,4.67199477189587,4.76672716691189,4.44635669290082
"K08496",4.86231462576716,4.7490243359204,3.3242427715984,4.52754407110319,4.65842793124551,4.79682443930817,4.55086446056474,4.96951636973074,4.53151234425184
"K00798",4.7264609982884,4.79862774081995,3.3242427715984,4.613581984408,4.42587655201271,4.0841020512048,4.55086446056474,4.27721529705346,4.93320983448922
"K07404",6.28269688802433,6.36367168316389,6.64263648672879,5.77389934814239,5.91652102148895,6.03792928494632,7.21268674127722,7.03055507208524,6.40396473512777
"K08874",6.76703572564299,6.83867050325982,5.72241312259111,6.78682865115046,6.61196810503737,6.87019051545853,7.28589099147451,7.1920781731552,7.34662771081069
"K03847",5.67331985018982,5.50852301898711,7.07512191097848,5.45182413187457,5.72019105165004,5.87525468558198,5.86940288240794,5.79126513554564,5.60786542134588
"K00565",6.14786036643681,6.03892058214325,4.80762406048475,5.94306441951357,6.11630290510938,5.90374649234359,6.14397444688173,6.59900737359373,6.18601652679499
"K13539",4.79646444805843,4.79862774081995,3.3242427715984,4.52754407110319,4.53228856713042,4.33474230345864,4.61321262495851,4.96951636973074,4.75084093293581
"K02146",8.38633050749957,8.54724977953931,9.35628299352976,8.47488455148174,8.50036267867381,8.48196790964679,7.98195304957331,7.86721430662678,7.71164067560231
"K20369",8.52199627111012,8.56288253067563,7.67544158196234,8.73785751053475,8.27195808817616,8.07919043021857,8.95300295712426,9.03521356046895,9.16790738119159
"K18164",8.35157568174037,8.53144552932004,9.35628299352976,8.46221684031451,8.4916082744176,8.4564832817655,8.00134897835418,7.82161688261868,7.72621577776141
"K15711",6.19427372663145,6.11023483846629,5.34612319466355,6.54157732007628,6.40874639879614,6.26170040943593,6.7654750905125,6.76598771273848,6.98280918050329
"K11427",4.86231462576716,4.38846189158423,3.3242427715984,4.3995978629395,4.6283180375815,4.72680635461652,4.83116364500625,4.76672716691189,4.81497110203892
"K01507",9.54135981856448,9.35225669749222,9.56879660732774,9.21537339589389,9.42350392360621,9.31359319105701,10.4990918805374,10.4145899185437,10.0199115894817
"K04640",3.80799564389737,3.73428029734442,5.34612319466355,4.46572363696243,4.42587655201271,4.15476575308683,4.48435240981962,4.70971143979871,4.53151234425184
"K09575",4.48332380138496,4.79862774081995,3.3242427715984,4.83606967379692,4.71618561241202,4.83023849443937,4.48435240981962,4.82092822753692,4.75084093293581
"K11338",8.20906477527592,8.25169358343943,8.87798185757425,8.25930741176025,8.32615591611185,8.00116856938343,7.65440401685046,7.48365970345277,7.32760668821657
"K05752",4.38683984547031,4.97774672460432,3.3242427715984,4.613581984408,4.87310372099122,4.61240373084865,4.7276772892469,4.51740638499986,4.68270524401463
"K16546",4.27878105553181,4.52365808857465,3.3242427715984,4.32829423469507,4.87310372099122,4.83023849443937,4.7806325506996,4.76672716691189,4.60989129688241
"K01593",7.42434168079198,7.27999170809514,5.72241312259111,6.93723604780971,6.91618431136669,7.01131521660377,6.96745421792658,6.84836547567981,7.09975696857013
"K14396",7.13905265317005,6.98596677370496,7.90185807978721,6.68058629372026,6.71270880542147,6.79772630767135,6.37300052917515,6.48549140973694,6.34781432470055
"K19953",4.65160600827139,4.31256976608999,3.3242427715984,4.29033826415225,4.38755197999875,4.27902552351269,4.67199477189587,5.10137836055206,4.60989129688241
"K16455",4.79646444805843,4.13631746077298,3.3242427715984,4.36465938589194,4.53228856713042,4.65193535729147,4.67199477189587,3.75659579028965,4.44635669290082
"K00441",4.92455670815371,4.58478278113559,3.3242427715984,4.66716800586238,4.68769867033273,4.72680635461652,4.83116364500625,4.36456796876952,4.75084093293581
"K18010",4.92455670815371,4.58478278113559,3.3242427715984,4.66716800586238,4.68769867033273,4.72680635461652,4.83116364500625,4.36456796876952,4.75084093293581
"K13402",5.73855206461631,5.53537370613507,7.07512191097848,5.93367443316322,5.61685594957476,5.67383430021877,5.60651288341479,5.6899106304759,5.57465723832014
"K20521",5.5690688812349,5.9637106298494,4.80762406048475,6.31055826410774,5.8948438355075,6.36644969863743,6.17909067210771,6.03631039383473,5.60786542134588
"K20800",4.98362629595967,5.13313064265057,6.46315036897825,4.94278360989465,5.05357474864559,4.8942370791113,5.05498335506267,5.32889746381604,5.18539388595069
"K03372",6.14786036643681,6.39234556503861,4.80762406048475,6.17502054087586,6.33125164666678,6.2062214017007,6.21334068621125,6.19054806408837,5.90122654708303
"K18159",6.19427372663145,6.1614060270608,6.94504651453381,5.83603855472771,6.32326093353801,5.99903432012478,5.75622900728546,5.18193065954307,5.79141891265069
"K14809",4.92455670815371,4.58478278113559,3.3242427715984,4.58570927721809,4.5973067444638,4.61240373084865,4.7806325506996,4.76672716691189,4.87562089365211
"K14806",4.38683984547031,4.45847409015247,3.3242427715984,4.32829423469507,4.49810955707814,5.14548381702862,4.55086446056474,4.58560051707588,4.68270524401463
"K08579",5.73855206461631,5.94424582809878,4.80762406048475,5.60469017494048,5.05357474864559,5.06745459061394,5.86940288240794,5.81545627881317,6.22826057178109
"K12198",6.67285943887062,7.06754629272834,8.26955094224309,6.89991826217527,6.89496249905008,6.77524579506088,6.77685268214364,6.97934643771764,7.19739590928455
"K14767",5.28768852084279,5.16905603921393,4.80762406048475,5.1133609655387,5.24668573871514,5.37499838794382,4.04639484791977,4.44409991670237,4.35268905578757
"K12624",7.07935155549531,6.85921386079493,7.8302780626183,6.79702789293119,7.08015448901629,6.98549062211008,6.47483031041738,6.22656807851626,6.36678225192324
"K16572",4.5709792920049,4.38846189158423,3.3242427715984,4.3995978629395,4.34753171072266,4.61240373084865,4.83116364500625,5.05901562367179,4.53151234425184
"K10770",4.38683984547031,4.69705718471015,3.3242427715984,4.55704942344488,4.5973067444638,4.65193535729147,4.7806325506996,4.44409991670237,5.04051279905164
"K17679",7.77900450700854,7.73205221899298,8.03513992020436,7.65909845827773,7.86034540701743,7.76087439588367,7.0257085819379,6.80187929241517,6.80105145273038
"K02884",7.25145391024465,7.10235817883532,7.90185807978721,6.7024815928993,6.73082482873229,6.9724006605731,6.44648165366202,6.57147350147491,6.36678225192324
"K10747",8.15248436861497,8.24782870543822,8.51734966048657,8.96016714654374,8.96486408753577,8.88063526325378,9.44371633880253,9.30912679255128,9.39198823556893
"K03132",7.37562277841145,7.30259073936977,7.40650554543372,6.86644233730402,7.02268782858518,7.12206590043055,6.37300052917515,6.22656807851626,6.26926032967925
"K14963",8.39122771297535,8.41911689883074,8.097418507011,8.40875192275688,7.76754766641038,7.41057967632279,8.53788231985509,8.60228549378422,9.03400160954045
"K13137",6.4820013811683,6.33439848965086,4.80762406048475,5.85613409749115,5.94840506373507,6.05065379916068,6.10794527005674,5.88554329746255,6.16440295009634
